symbol,date,open,high,low,close,volume,daily_return,cumulative_return
BAJAJ-AUTO,2023-10-03,5065.0,5073.0,4997.1,5016.45,464531,,
BAJAJ-AUTO,2023-10-04,5011.25,5019.2,4903.05,4918.6,256544,-0.019505825833009305,-0.019505825833009305
BAJAJ-AUTO,2023-10-05,4935.0,5039.3,4925.1,5011.05,657876,0.018795998861464547,-0.0010764584516939069
BAJAJ-AUTO,2023-10-06,5120.0,5120.0,4997.5,5014.6,279352,0.0007084343600642917,-0.0003687866917839733
BAJAJ-AUTO,2023-10-09,4957.05,5068.7,4957.05,5007.3,244083,-0.0014557492123000726,-0.0018239990431480058
BAJAJ-AUTO,2023-10-10,5007.3,5064.0,5002.2,5037.5,307502,0.006031194456094013,0.004196194520029062
BAJAJ-AUTO,2023-10-11,5055.0,5095.0,5050.0,5064.4,575680,0.0053399503722084685,0.009558552362726624
BAJAJ-AUTO,2023-10-12,5085.0,5151.0,5051.1,5106.6,472168,0.008332675144143487,0.017970875818557053
BAJAJ-AUTO,2023-10-13,5089.95,5123.45,5040.0,5052.4,387366,-0.010613715583754457,0.007166422470073375
BAJAJ-AUTO,2023-10-16,5035.0,5099.4,5032.0,5076.7,158560,0.004809595439791092,0.012010485502696122
BAJAJ-AUTO,2023-10-17,5083.0,5150.0,5070.0,5141.25,318565,0.0127149526267063,0.02487815088359291
BAJAJ-AUTO,2023-10-18,5150.0,5198.75,5125.65,5137.35,360985,-0.000758570386579116,0.024100708668480575
BAJAJ-AUTO,2023-10-19,5300.0,5495.0,5245.0,5482.6,2838352,0.06720390862993564,0.09292427912168955
BAJAJ-AUTO,2023-10-20,5450.0,5510.0,5436.9,5489.3,763919,0.0012220479334621448,0.09425988497842086
BAJAJ-AUTO,2023-10-23,5453.05,5493.4,5395.05,5405.4,451167,-0.015284280327182098,0.07753491014562064
BAJAJ-AUTO,2023-10-25,5385.0,5423.95,5332.3,5347.3,620266,-0.010748510748510687,0.06595301458202485
BAJAJ-AUTO,2023-10-26,5333.85,5347.45,5236.0,5259.35,746266,-0.01644755297065803,0.04842069591045428
BAJAJ-AUTO,2023-10-27,5265.0,5423.7,5265.0,5373.55,843465,0.02171370986909027,0.07118579872220354
BAJAJ-AUTO,2023-10-30,5388.0,5397.75,5275.0,5308.9,360967,-0.012031152590001093,0.05829819892553445
BAJAJ-AUTO,2023-10-31,5340.0,5366.15,5292.6,5314.05,400987,0.000970069129198281,0.05932482133779815
BAJAJ-AUTO,2023-11-01,5305.0,5449.5,5305.0,5344.35,619765,0.005701865808564133,0.06536494931674741
BAJAJ-AUTO,2023-11-02,5383.9,5392.85,5285.0,5318.4,304362,-0.00485559516124523,0.060191968423884745
BAJAJ-AUTO,2023-11-03,5357.0,5377.05,5316.6,5368.95,448715,0.009504738267148038,0.07026881559668618
BAJAJ-AUTO,2023-11-06,5380.0,5427.5,5377.1,5406.85,394137,0.007059108391771263,0.07782395917431595
BAJAJ-AUTO,2023-11-07,5406.85,5445.0,5405.3,5419.0,202689,0.0022471494493097044,0.08024599069062721
BAJAJ-AUTO,2023-11-08,5434.0,5435.25,5381.25,5397.6,202145,-0.003949068093744179,0.07598002571539575
BAJAJ-AUTO,2023-11-09,5421.8,5455.0,5382.15,5418.9,232773,0.003946198310359916,0.0802260562748549
BAJAJ-AUTO,2023-11-10,5409.95,5427.05,5349.05,5392.05,149325,-0.00495488014172607,0.0748736656400435
BAJAJ-AUTO,2023-11-12,5425.0,5455.0,5358.6,5442.55,29055,0.009365640155414079,0.084940545604959
BAJAJ-AUTO,2023-11-13,5435.0,5439.8,5395.55,5425.2,93497,-0.003187843933450396,0.08148192446849789
BAJAJ-AUTO,2023-11-15,5525.0,5555.0,5461.1,5536.7,640468,0.02055223770552228,0.10370879805440025
BAJAJ-AUTO,2023-11-16,5520.0,5583.3,5496.95,5550.9,324712,0.002564704607437518,0.10653948509403977
BAJAJ-AUTO,2023-11-17,5556.9,5674.95,5479.35,5631.5,531539,0.014520167900700764,0.12260662420636015
BAJAJ-AUTO,2023-11-20,5610.05,5675.95,5606.0,5650.15,679425,0.00331172866909335,0.12632439274785856
BAJAJ-AUTO,2023-11-21,5640.5,5707.35,5640.0,5685.95,746193,0.006336114970399098,0.13346091359427392
BAJAJ-AUTO,2023-11-22,5680.0,5764.9,5661.3,5751.55,497403,0.011537210140785792,0.14653789034077813
BAJAJ-AUTO,2023-11-23,5800.0,5945.0,5783.1,5925.25,1118718,0.030200554633098786,0.18116397053693256
BAJAJ-AUTO,2023-11-24,5940.0,5960.0,5900.0,5930.3,297211,0.0008522847137251155,0.18217065853342396
BAJAJ-AUTO,2023-11-28,5969.8,6039.65,5912.0,5998.15,380535,0.0114412424329291,0.19569615963480036
BAJAJ-AUTO,2023-11-29,6010.0,6096.4,5973.3,6069.95,406974,0.011970357526904118,0.21000907015917525
BAJAJ-AUTO,2023-11-30,6095.0,6128.9,6031.0,6090.55,501833,0.0033937676587121324,0.21411555980822983
BAJAJ-AUTO,2023-12-01,6050.0,6090.0,6003.3,6046.05,439023,-0.007306400899754539,0.20524474478964105
BAJAJ-AUTO,2023-12-04,6090.55,6217.7,6087.45,6201.7,359158,0.02574408084617219,0.2362726629389298
BAJAJ-AUTO,2023-12-05,6194.05,6194.05,6111.1,6140.1,565826,-0.009932760372155958,0.22399306282331022
BAJAJ-AUTO,2023-12-06,6089.05,6096.0,5987.85,6069.95,699201,-0.011424895360010456,0.21000907015917525
BAJAJ-AUTO,2023-12-07,6069.95,6154.45,6063.1,6093.6,427407,0.0038962429674049837,0.21472355948927913
BAJAJ-AUTO,2023-12-08,6115.0,6120.0,6048.05,6075.7,233266,-0.0029375082053302304,0.21115529906607144
BAJAJ-AUTO,2023-12-11,6085.0,6145.0,6018.3,6138.4,175955,0.010319798541731817,0.22365417775518415
BAJAJ-AUTO,2023-12-12,6164.0,6299.95,6149.95,6254.2,810900,0.018864850775446307,0.24673823121928717
BAJAJ-AUTO,2023-12-13,6259.9,6329.0,6224.35,6316.1,373989,0.009897348981484422,0.259077634582223
BAJAJ-AUTO,2023-12-14,6325.0,6360.0,6284.2,6334.85,419212,0.0029686040436345262,0.2628153375394935
BAJAJ-AUTO,2023-12-15,6368.95,6402.1,6256.15,6275.2,553522,-0.009416166128637715,0.25092445853142986
BAJAJ-AUTO,2023-12-18,6275.2,6486.75,6262.15,6465.7,851061,0.030357598164201915,0.28889952057729884
BAJAJ-AUTO,2023-12-19,6470.0,6470.25,6395.9,6419.0,377109,-0.007222729170855424,0.2795901484117236
BAJAJ-AUTO,2023-12-20,6434.0,6466.0,6350.0,6364.45,385863,-0.008498208443682875,0.2687159246080377
BAJAJ-AUTO,2023-12-21,6333.2,6345.0,6232.0,6246.35,397717,-0.018556198885999464,0.24517337958117635
BAJAJ-AUTO,2023-12-22,6288.0,6395.0,6264.25,6372.1,237213,0.0201317569460564,0.27024090741460416
BAJAJ-AUTO,2023-12-26,6379.85,6475.0,6370.05,6464.55,302139,0.014508560757050315,0.28867027479591956
BAJAJ-AUTO,2023-12-27,6470.0,6740.25,6465.2,6709.65,1017894,0.03791447200501197,0.33752952785336054
BAJAJ-AUTO,2023-12-28,6709.65,6738.65,6666.0,6703.3,406228,-0.0009463980982613585,0.33626369245183163
BAJAJ-AUTO,2023-12-29,6729.95,6833.95,6666.0,6797.25,345626,0.014015484910417264,0.3549920760697287
BAJAJ-AUTO,2024-01-01,6770.0,6795.5,6682.05,6701.1,253274,-0.014145426459229782,0.33582513530484537
BAJAJ-AUTO,2024-01-02,6711.0,6736.8,6560.95,6665.05,361379,-0.005379713778334905,0.3286387784189999
BAJAJ-AUTO,2024-01-03,6644.05,7059.85,6604.0,6986.5,1256275,0.04822919557992811,0.39271795791844655
BAJAJ-AUTO,2024-01-04,7025.0,7028.95,6887.0,6922.15,619987,-0.009210620482358878,0.3798901613690939
BAJAJ-AUTO,2024-01-05,6950.0,7084.0,6920.5,6978.5,659306,0.008140534371546382,0.3911232046566777
BAJAJ-AUTO,2024-01-08,7018.95,7049.85,6961.5,6983.85,312733,0.0007666403955004508,0.3921896959004856
BAJAJ-AUTO,2024-01-09,7341.0,7399.0,7075.9,7093.9,2125908,0.01575778403029826,0.41412752045769197
BAJAJ-AUTO,2024-01-10,7125.0,7139.95,7020.0,7053.75,721432,-0.005659792215847337,0.40612385252519
BAJAJ-AUTO,2024-01-11,7090.0,7324.9,7075.0,7298.85,1031594,0.03474747474747475,0.454983105582631
BAJAJ-AUTO,2024-01-12,7360.0,7360.95,7252.0,7301.95,434753,0.00042472444289165523,0.45560107247156645
BAJAJ-AUTO,2024-01-15,7364.0,7419.0,7304.05,7332.1,440410,0.00412903402515763,0.4616112988268575
BAJAJ-AUTO,2024-01-16,7339.0,7356.15,7244.0,7293.95,272181,-0.005203147802130381,0.4540063192097976
BAJAJ-AUTO,2024-01-17,7112.0,7210.0,7081.0,7165.95,619338,-0.01754879043590918,0.4284902670214972
BAJAJ-AUTO,2024-01-18,7148.0,7189.25,7071.15,7083.6,557084,-0.011491846859104426,0.412074275633165
BAJAJ-AUTO,2024-01-19,7138.8,7180.0,7105.0,7136.55,327976,0.007475012705403961,0.4226295487844971
BAJAJ-AUTO,2024-01-20,7170.0,7189.0,7050.0,7095.15,91479,-0.005801122391071445,0.41437670065484355
BAJAJ-AUTO,2024-01-23,7075.0,7210.0,6936.55,7095.9,953921,0.00010570601044368466,0.4145262087731343
BAJAJ-AUTO,2024-01-24,7075.1,7237.0,7028.2,7212.85,467134,0.016481348384278283,0.4378395080186166
BAJAJ-AUTO,2024-01-25,7360.0,7625.15,7210.0,7597.5,2065788,0.053328434668681535,0.5145172382860366
BAJAJ-AUTO,2024-01-29,7594.0,7640.0,7480.0,7548.8,457853,-0.006410003290556077,0.5048091778050192
BAJAJ-AUTO,2024-01-30,7574.9,7660.0,7543.65,7566.4,266287,0.00233149639677821,0.5083176349809104
BAJAJ-AUTO,2024-01-31,7566.4,7686.0,7515.1,7667.55,336874,0.013368312539649096,0.5284812965343997
BAJAJ-AUTO,2024-02-01,7680.0,7765.0,7636.35,7655.75,394564,-0.0015389531206186913,0.5261290354732908
BAJAJ-AUTO,2024-02-02,7675.0,7797.5,7665.6,7738.2,197720,0.010769682918068124,0.5425649612773953
BAJAJ-AUTO,2024-02-05,7800.0,7838.0,7633.5,7658.25,252401,-0.010331860122509084,0.5266273958675936
BAJAJ-AUTO,2024-02-06,7675.0,7747.7,7670.6,7720.4,131992,0.008115431071067158,0.5390166352699597
BAJAJ-AUTO,2024-02-07,7745.0,7777.8,7665.6,7701.9,159783,-0.002396248899020792,0.5353287683521193
BAJAJ-AUTO,2024-02-08,7729.0,7783.45,7668.15,7757.25,282537,0.007186538386631858,0.546362467481982
BAJAJ-AUTO,2024-02-09,7778.8,7790.5,7669.0,7784.85,173555,0.003557961906603513,0.5518643662350844
BAJAJ-AUTO,2024-02-12,7775.0,7874.2,7766.05,7829.95,219911,0.005793303660314608,0.5608547877483059
BAJAJ-AUTO,2024-02-13,7830.0,7935.15,7811.95,7917.4,258767,0.011168653695106556,0.5782874343410158
BAJAJ-AUTO,2024-02-14,7899.0,8136.85,7880.0,8083.3,513900,0.02095384848561399,0.6113586301069458
BAJAJ-AUTO,2024-02-15,8120.6,8156.85,8045.3,8123.05,394525,0.004917546051736332,0.6192825603763594
BAJAJ-AUTO,2024-02-16,8185.85,8455.45,8137.1,8325.05,938756,0.024867506663137418,0.6595500802360208
BAJAJ-AUTO,2024-02-19,8400.0,8650.0,8361.1,8509.7,1044959,0.022180046966685074,0.6963589789592217
BAJAJ-AUTO,2024-02-20,8505.0,8505.0,8238.7,8295.2,547082,-0.025206529019824453,0.6535996571280462
BAJAJ-AUTO,2024-02-21,8300.0,8376.85,8205.0,8232.25,439817,-0.007588726010222868,0.641050942399503
BAJAJ-AUTO,2024-02-22,8260.0,8550.0,8220.0,8498.45,548486,0.032336238573901444,0.6941163571848592
BAJAJ-AUTO,2024-02-23,8497.5,8531.0,8401.05,8436.95,340749,-0.007236613735445929,0.6818566914850117
BAJAJ-AUTO,2024-02-26,8458.8,8547.95,8375.0,8448.0,345968,0.0013097150036445182,0.6840594444278296
BAJAJ-AUTO,2024-02-27,8460.0,8490.0,8383.5,8463.5,392445,0.0018347537878788955,0.6871492788725069
BAJAJ-AUTO,2024-02-28,8470.0,8486.65,8071.85,8188.65,537728,-0.03247474449104981,0.6323595371228632
BAJAJ-AUTO,2024-02-29,7997.4,8143.5,7890.0,7909.35,1042536,-0.03410818633108015,0.5766827138713608
BAJAJ-AUTO,2024-03-01,7955.0,8094.0,7945.3,8040.05,399007,0.016524746028434567,0.602736995285508
BAJAJ-AUTO,2024-03-02,8079.9,8150.1,7989.15,8041.3,14968,0.00015547166995233397,0.6029861754826593
BAJAJ-AUTO,2024-03-04,8068.75,8225.0,8046.65,8207.3,410053,0.020643428301393874,0.6360773056643612
BAJAJ-AUTO,2024-03-05,8160.05,8388.0,8160.05,8351.75,615117,0.017600185200979723,0.6648725692471738
BAJAJ-AUTO,2024-03-06,8369.7,8681.15,8364.0,8605.8,959543,0.03041877450833641,0.7155159525162182
BAJAJ-AUTO,2024-03-07,8638.0,8972.85,8500.05,8879.05,1243547,0.031751841781124446,0.7699867436135082
BAJAJ-AUTO,2024-03-11,9023.45,9025.0,8630.0,8659.4,631957,-0.024738006881366736,0.7262007993700692
BAJAJ-AUTO,2024-03-12,8636.95,8699.95,8475.25,8527.7,324864,-0.015208905928817074,0.699947173798201
BAJAJ-AUTO,2024-03-13,8527.7,8617.2,8296.95,8384.9,430048,-0.016745429600009465,0.6714808280756281
BAJAJ-AUTO,2024-03-14,8330.5,8400.0,8202.05,8383.55,392634,-0.0001610037090484795,0.6712117134627045
BAJAJ-AUTO,2024-03-15,8384.8,8432.1,8110.0,8350.7,676870,-0.003918387795146305,0.6646632578815668
BAJAJ-AUTO,2024-03-18,8343.0,8547.15,8294.2,8521.8,367524,0.020489300298178525,0.6987710432676464
BAJAJ-AUTO,2024-03-19,8500.0,8687.9,8442.55,8640.2,673456,0.013893778309747029,0.7223733915418247
BAJAJ-AUTO,2024-03-20,8640.0,8784.0,8562.0,8635.6,790885,-0.0005323950834471569,0.7214564084163075
BAJAJ-AUTO,2024-03-21,8608.2,8770.0,8585.0,8750.6,720691,0.013316966973921929,0.7443809865542337
BAJAJ-AUTO,2024-03-22,8700.05,9050.0,8682.0,8945.25,851210,0.022244188969899215,0.7831833268546453
BAJAJ-AUTO,2024-03-26,8945.25,9020.0,8851.05,8960.55,534067,0.0017104049635281449,0.7862332924677782
BAJAJ-AUTO,2024-03-27,8959.0,9287.8,8926.7,9162.5,1034030,0.022537679048719284,0.8264908451195541
BAJAJ-AUTO,2024-03-28,9162.5,9243.6,8980.05,9148.15,847202,-0.0015661664392906394,0.8236302564562563
BAJAJ-AUTO,2024-04-01,9194.8,9211.6,9013.1,9042.15,419820,-0.011587042188857866,0.80249977573782
BAJAJ-AUTO,2024-04-02,9150.0,9357.95,9139.5,9276.1,803845,0.025873271290566935,0.8491363414366708
BAJAJ-AUTO,2024-04-03,9248.95,9248.95,9065.2,9080.45,453210,-0.021091838164745913,0.8101346569785381
BAJAJ-AUTO,2024-04-04,9139.0,9181.75,8988.05,9146.15,617929,0.007235324240538521,0.8232315681408138
BAJAJ-AUTO,2024-04-05,9130.0,9130.0,9000.5,9009.5,356305,-0.014940712758920394,0.7959911889882259
BAJAJ-AUTO,2024-04-08,9049.0,9090.0,8951.3,9030.5,376197,0.002330872967423181,0.8001774163003688
BAJAJ-AUTO,2024-04-09,9090.0,9132.7,8936.4,8978.9,237944,-0.005713969326172408,0.7898912577619601
BAJAJ-AUTO,2024-04-10,9034.8,9049.8,8901.35,9005.55,319824,0.0029680695853611105,0.7952037795652271
BAJAJ-AUTO,2024-04-12,8949.05,9119.0,8930.0,9064.85,480474,0.0065848282448046636,0.8070248881180884
BAJAJ-AUTO,2024-04-15,9059.1,9177.7,8945.0,8997.05,386707,-0.007479439814227606,0.7935093542245977
BAJAJ-AUTO,2024-04-16,8948.0,9029.45,8784.1,8919.15,487529,-0.008658393584563773,0.7779804443381244
BAJAJ-AUTO,2024-04-18,8967.9,9129.0,8950.0,9021.3,819240,0.011452885084340947,0.7983434500493345
BAJAJ-AUTO,2024-04-19,9075.05,9090.0,8700.05,8804.5,1385007,-0.02403201312449421,0.7551256366554007
BAJAJ-AUTO,2024-04-22,8884.0,8884.0,8745.0,8795.75,323734,-0.0009938099835311576,0.7533813752753411
BAJAJ-AUTO,2024-04-23,8845.0,8861.5,8761.0,8795.8,295346,5.6845635676427975e-06,0.7533913424832273
BAJAJ-AUTO,2024-04-24,8819.9,8869.0,8680.0,8697.1,319824,-0.011221264694513122,0.7337160741161552
BAJAJ-AUTO,2024-04-25,8697.0,8770.0,8641.4,8734.9,524667,0.004346276344988409,0.7412512832780125
BAJAJ-AUTO,2024-04-26,8747.3,8994.95,8734.55,8974.3,521344,0.027407297164249167,0.7889742746364432
BAJAJ-AUTO,2024-04-29,8974.3,8989.8,8729.0,8760.1,299443,-0.02386815684788779,0.7462747560525842
BAJAJ-AUTO,2024-04-30,8799.4,8966.0,8795.0,8903.65,360403,0.016386799237451566,0.7748906098934476
BAJAJ-AUTO,2024-05-02,8944.0,9146.45,8826.1,9110.65,638239,0.02324889230821059,0.8161548505417147
BAJAJ-AUTO,2024-05-03,9170.0,9258.6,9064.35,9105.6,396042,-0.0005542963454856498,0.8151481625452233
BAJAJ-AUTO,2024-05-06,9120.0,9185.75,8810.55,9052.55,458431,-0.0058260850465648995,0.8045729549781189
BAJAJ-AUTO,2024-05-07,9055.15,9074.95,8642.55,8677.9,588285,-0.04138612877034642,0.7298886662879098
BAJAJ-AUTO,2024-05-08,8651.0,8785.35,8592.8,8749.4,451581,0.008239320572949627,0.7441417735649682
BAJAJ-AUTO,2024-05-09,8800.0,9007.45,8786.35,8846.85,645689,0.0111379065993098,0.7635678617348893
BAJAJ-AUTO,2024-05-10,8950.0,9047.95,8906.5,8981.8,482797,0.015254016966490758,0.7904693558193512
BAJAJ-AUTO,2024-05-13,9022.9,9025.0,8870.5,8992.3,435605,0.001169030706539953,0.7925624694754227
BAJAJ-AUTO,2024-05-14,8952.25,9089.0,8882.75,9065.25,408162,0.008112496246788892,0.8071046257811767
BAJAJ-AUTO,2024-05-15,9069.0,9125.0,8877.35,8903.15,274392,-0.01788147045034616,0.7747909378145867
BAJAJ-AUTO,2024-05-16,8950.0,8955.55,8710.0,8871.85,680474,-0.0035156096437777284,0.7685514656779164
BAJAJ-AUTO,2024-05-17,8891.0,8958.35,8765.5,8780.7,323961,-0.010274069106217976,0.7503812457016383
BAJAJ-AUTO,2024-05-18,8815.0,8841.5,8780.0,8813.85,20151,0.0037753254296353234,0.7569895045300925
BAJAJ-AUTO,2024-05-21,8775.0,8860.0,8775.0,8820.7,417798,0.0007771859062726261,0.7583550120104823
BAJAJ-AUTO,2024-05-22,8850.0,8850.0,8736.0,8805.55,302838,-0.0017175507612776642,0.7553349480210072
BAJAJ-AUTO,2024-05-23,8850.0,8985.0,8751.2,8963.45,731514,0.017931872512222613,0.7868113905251688
BAJAJ-AUTO,2024-05-24,8980.0,9024.0,8870.1,8948.2,455920,-0.0017013538313930265,0.7837713921199221
BAJAJ-AUTO,2024-05-27,9002.0,9069.45,8881.7,8998.7,301747,0.005643593124874169,0.7938382720848374
BAJAJ-AUTO,2024-05-28,8998.7,9022.25,8916.2,8989.75,259094,-0.0009945881071711238,0.7920541418732334
BAJAJ-AUTO,2024-05-29,8950.0,9139.45,8902.75,9070.2,339934,0.008949080897689088,0.8080913793618958
BAJAJ-AUTO,2024-05-30,9068.0,9128.9,8927.6,8968.5,305109,-0.01121254217106582,0.78781807852166
BAJAJ-AUTO,2024-05-31,8990.0,9125.5,8923.0,9084.75,560005,0.012962033784913896,0.8109918368567375
BAJAJ-AUTO,2024-06-03,9180.0,9444.0,9122.55,9335.45,438422,0.027595696084097066,0.8609674171974167
BAJAJ-AUTO,2024-06-04,9227.0,9372.85,8808.0,9246.75,738601,-0.009501416643011407,0.8432855904075551
BAJAJ-AUTO,2024-06-05,9241.0,9679.0,9176.0,9602.25,489543,0.03844594046556904,0.9141524384774053
BAJAJ-AUTO,2024-06-06,9595.3,9740.0,9454.0,9701.45,570095,0.010330912025827255,0.9339273789233382
BAJAJ-AUTO,2024-06-07,9643.6,9740.1,9615.0,9725.55,246783,0.002484164738260519,0.9387315731244161
BAJAJ-AUTO,2024-06-10,9779.0,9924.0,9681.5,9733.05,201452,0.0007711646127983585,0.9402266543073245
BAJAJ-AUTO,2024-06-11,9740.0,9900.0,9700.1,9812.7,457442,0.008183457395164018,0.9561044164698103
