symbol,date,open,high,low,close,volume,daily_return,cumulative_return
BAJAJ-AUTO,2024-06-12,9854.0,9944.0,9795.7,9904.25,277175,0.009329746145301465,0.9743543741091767
BAJAJ-AUTO,2024-06-13,9904.0,9940.0,9825.25,9923.4,277783,0.001933513390716124,0.9781718147295357
BAJAJ-AUTO,2024-06-14,9826.0,9995.0,9813.05,9961.75,320933,0.003864602857891475,0.9858166631781398
BAJAJ-AUTO,2024-06-18,9922.0,10038.8,9908.0,9918.2,206100,-0.004371721836022746,0.9771352251093861
BAJAJ-AUTO,2024-06-19,9939.5,9948.0,9670.0,9685.8,279789,-0.023431671069347404,0.930807642855003
BAJAJ-AUTO,2024-06-20,9692.0,9735.9,9565.0,9632.0,324597,-0.005554523116314547,0.920082927169608
BAJAJ-AUTO,2024-06-21,9675.0,9728.95,9571.1,9602.25,334018,-0.0030886627906976383,0.9141524384774056
BAJAJ-AUTO,2024-06-24,9580.0,9758.95,9510.55,9745.25,283754,0.014892342940456604,0.9426586530315224
BAJAJ-AUTO,2024-06-25,9755.0,9825.0,9645.0,9659.95,282048,-0.008752982222108185,0.9256545963779128
BAJAJ-AUTO,2024-06-26,9659.9,9660.3,9441.5,9474.65,431217,-0.019182293904212888,0.8887161239521932
BAJAJ-AUTO,2024-06-27,9564.65,9564.65,9365.65,9417.45,637626,-0.006037162322618639,0.8773136381305466
BAJAJ-AUTO,2024-06-28,9465.0,9523.7,9382.25,9501.65,237516,0.00894084916829918,0.8940984162106629
BAJAJ-AUTO,2024-07-01,9505.0,9693.95,9505.0,9532.4,289355,0.003236280014523807,0.9002282490605866
BAJAJ-AUTO,2024-07-02,9520.0,9532.4,9381.1,9401.25,287884,-0.013758339977340439,0.8740842627754648
BAJAJ-AUTO,2024-07-03,9474.0,9554.95,9384.6,9422.4,318120,0.0022497008376545224,0.878300391711266
BAJAJ-AUTO,2024-07-04,9479.9,9499.0,9420.35,9460.85,234656,0.004080701307522583,0.8859651745756423
BAJAJ-AUTO,2024-07-05,9522.0,9660.0,9493.3,9635.8,608628,0.018491995962307772,0.9208404349689481
BAJAJ-AUTO,2024-07-08,9640.0,9666.15,9470.0,9529.4,316215,-0.01104215529587571,0.8996302165874235
BAJAJ-AUTO,2024-07-09,9565.0,9565.0,9481.2,9534.1,262913,0.0004932104854451502,0.9005671341287129
BAJAJ-AUTO,2024-07-10,9550.0,9650.0,9451.95,9542.45,239607,0.0008758036941085567,0.9022316578456842
BAJAJ-AUTO,2024-07-11,9542.45,9569.5,9383.0,9466.8,294900,-0.007927733443717444,0.8871512723140829
BAJAJ-AUTO,2024-07-12,9499.95,9554.35,9412.0,9430.75,171581,-0.003808044957113177,0.8799649154282374
BAJAJ-AUTO,2024-07-15,9430.75,9738.5,9403.95,9673.35,504086,0.02572435914428861,0.9283258080913754
BAJAJ-AUTO,2024-07-16,9715.0,9909.95,9633.65,9718.35,1041123,0.004651956147559977,0.9372962951888246
BAJAJ-AUTO,2024-07-18,9745.0,9745.0,9291.5,9626.2,1055384,-0.009482062284235426,0.9189267310548257
BAJAJ-AUTO,2024-07-19,9635.0,9675.0,9340.0,9386.05,380782,-0.024947539008123853,0.8710542315781038
BAJAJ-AUTO,2024-07-22,9350.0,9435.0,9263.2,9409.7,247040,0.0025196967840572793,0.8757687209082079
BAJAJ-AUTO,2024-07-23,9435.0,9508.0,8744.6,9382.5,431989,-0.002890634132862946,0.8703465598181939
BAJAJ-AUTO,2024-07-24,9360.0,9372.7,9250.0,9260.2,283213,-0.013034905409006092,0.8459667693289037
BAJAJ-AUTO,2024-07-25,9260.0,9309.95,9171.0,9278.25,262328,0.0019492019610807265,0.8495649313757694
BAJAJ-AUTO,2024-07-26,9319.0,9505.0,9268.45,9492.9,250956,0.023134750626464973,0.8923541548306027
BAJAJ-AUTO,2024-07-29,9549.2,9621.05,9509.0,9557.65,302363,0.006820887189373126,0.9052616890430438
BAJAJ-AUTO,2024-07-30,9550.65,9654.0,9512.0,9564.35,301885,0.0007010091392758433,0.9065972948997751
BAJAJ-AUTO,2024-07-31,9600.0,9680.0,9580.05,9664.2,315292,0.010439810337346644,0.9265018090482269
BAJAJ-AUTO,2024-08-01,9844.0,9844.0,9662.0,9730.5,308658,0.006860371267150889,0.9397183267051354
BAJAJ-AUTO,2024-08-02,9714.8,9730.0,9581.75,9616.2,230615,-0.011746570063203232,0.9169332894776143
BAJAJ-AUTO,2024-08-05,9396.2,9520.0,9369.3,9485.05,310757,-0.013638443459994765,0.890789303192492
BAJAJ-AUTO,2024-08-06,9515.25,9620.0,9400.0,9427.4,246541,-0.006077985883047532,0.8792971124998707
BAJAJ-AUTO,2024-08-07,9570.0,9725.0,9497.5,9708.2,270583,0.029785518806882294,0.9352729519879552
BAJAJ-AUTO,2024-08-08,9735.0,9777.7,9610.15,9641.3,365016,-0.006891081765930007,0.9219368278364135
BAJAJ-AUTO,2024-08-09,9761.0,9775.0,9614.0,9765.95,161640,0.012928754421084543,0.9467850770963488
BAJAJ-AUTO,2024-08-12,9741.0,9750.95,9615.0,9710.85,307698,-0.005642052232501693,0.9358012140059164
BAJAJ-AUTO,2024-08-13,9700.0,9789.85,9650.0,9671.6,161706,-0.004041870691031124,0.9279769558153634
BAJAJ-AUTO,2024-08-14,9704.0,9785.0,9671.6,9749.6,282934,0.008064849662930751,0.9435258001176092
BAJAJ-AUTO,2024-08-16,9788.0,9925.0,9693.95,9888.15,240190,0.01421083941905299,0.9711449331698669
BAJAJ-AUTO,2024-08-19,9926.95,9944.0,9759.3,9770.65,148301,-0.011882910352290388,0.9477219946376381
BAJAJ-AUTO,2024-08-20,9772.2,9876.65,9755.05,9779.7,132844,0.0009262433922001545,0.9495260592650141
BAJAJ-AUTO,2024-08-21,9779.1,9869.0,9735.0,9852.0,134985,0.007392864811804012,0.9639386418682494
BAJAJ-AUTO,2024-08-22,9900.0,10011.0,9841.1,9914.2,388874,0.006313438895655832,0.9763378484785019
BAJAJ-AUTO,2024-08-23,9970.0,10444.35,9930.0,10406.45,1229549,0.049651005628290834,1.0744650101167124
BAJAJ-AUTO,2024-08-26,10375.1,10517.15,10339.65,10432.55,309223,0.0025080599051547914,1.0796678926332328
BAJAJ-AUTO,2024-08-27,10401.0,10568.45,10350.0,10501.6,262396,0.006618707794355361,1.093432606723875
BAJAJ-AUTO,2024-08-28,10500.0,10715.0,10461.3,10656.75,338792,0.014773939209263398,1.1243608527943034
BAJAJ-AUTO,2024-08-29,10582.05,10850.0,10555.4,10807.85,693506,0.014178806859502124,1.154481755025961
BAJAJ-AUTO,2024-08-30,10835.0,10921.35,10705.0,10891.55,498560,0.007744370989604787,1.171166861027217
BAJAJ-AUTO,2024-09-02,10926.0,11154.1,10912.15,11126.1,787108,0.021535043221580175,1.2179230332207007
BAJAJ-AUTO,2024-09-03,11105.95,11118.7,11015.0,11043.65,217394,-0.00741050323114123,1.2014871074165963
BAJAJ-AUTO,2024-09-04,11012.0,11029.85,10908.9,10963.7,324246,-0.007239454347068075,1.185549542006795
